Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,-1.5142856770703037,-0.9989436946045173,0,0,44,0.19333003733764775
1,1,1,0,72,1,2,1,0,2,0,0,2,2,2,0,0,1.116338974192669,2.0517696458763104,0,0,73,1.453713661740019
1,0,1,1,60,1,2,1,0,0,0,0,0,0,0,0,0,0.31867641411292996,0.9586216469233746,0,0,26,0.5914793915251172
0,0,1,0,61,0,1,0,0,2,2,2,2,0,2,0,1,-0.44575020596348647,0.42491678204142147,0,0,55,-0.2039739891339247
0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,3,-0.6351950639824246,-0.864623481898475,0,0,40,-0.14649170445293125
1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,-1.477726143066649,-0.38884075968548737,0,0,76,0.730958464648116
0,0,0,0,32,1,2,0,0,2,0,0,0,0,0,1,2,-0.3510277769540174,-0.23942193966787056,0,0,43,0.045397687055679294
1,0,1,0,65,1,2,1,0,2,0,0,0,2,0,1,2,0.8604222361670865,1.6109962675173544,0,0,70,1.6549016581234963
0,0,1,1,45,0,1,0,2,0,0,0,2,2,0,1,0,-0.4607063789649817,0.0229273993643907,0,0,64,-0.39163674206305044
1,0,0,0,42,1,2,2,1,1,1,1,1,1,1,0,2,-1.3198554280508674,-0.5880805690338416,0,0,55,-0.5446410586404007
1,0,0,0,8,1,2,1,0,0,0,0,0,0,0,1,2,0.33529438411459117,-0.7546950251563076,0,0,40,0.9414450659064597
1,0,0,1,32,1,0,2,1,1,1,1,1,1,2,0,3,-1.4710789550659844,-0.6997970187471168,0,0,50,-1.0873414522462508
0,1,1,0,22,1,2,0,2,2,0,2,0,0,0,1,3,-0.04027173792295256,-0.3973833927696679,0,0,36,-1.9140719583934802
1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,-0.5587524019747828,-0.9862511519083834,0,0,35,0.5847167697979415
0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,-0.6567984249845842,-0.9875535171589431,0,0,63,1.072470861870489
1,1,0,0,54,1,2,1,0,2,0,0,0,2,0,1,2,0.8404806721650927,1.1698697053616363,0,0,23,0.7030626500235163
0,0,0,0,4,1,2,2,1,1,1,1,1,1,2,1,1,-1.3115464430500368,-0.9557890494376623,0,0,63,-0.5006840174137586
0,0,1,0,56,1,2,2,1,1,1,1,1,1,1,0,2,-1.3447823830533592,-0.4504051102585607,0,0,33,0.550903661162063
1,0,0,0,45,1,0,0,2,0,2,0,2,2,0,1,2,0.3718539181182462,0.4378962865724244,0,0,28,-1.872650900314529
0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,1,-1.4976677070686424,-0.38235100741998596,0,0,52,1.2854934462765235
1,0,1,0,59,1,0,0,2,2,2,0,2,0,1,0,1,0.05445069108651675,0.7400450247023016,0,0,64,1.7174559090998716
1,0,0,0,69,0,1,0,0,2,2,0,0,0,1,1,0,-0.9642308700153169,0.09285779112326357,0,0,32,-0.3020320041779724
1,0,0,0,19,1,0,2,1,1,1,1,1,1,1,0,3,-1.5275800530716328,-0.8841589606568724,0,0,43,-1.2547163399938492
0,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,1,-1.5076384890696393,-0.5292975408602689,0,0,23,0.8163365639537092
0,0,0,0,38,1,0,2,1,1,1,1,1,1,1,0,3,-1.5109620830699715,-0.6738821576597062,0,0,32,0.2575749437458169
0,1,1,0,47,1,2,0,2,2,2,0,0,0,0,1,1,0.08934842809000525,0.4282720281106603,0,0,67,-0.2758268449851665
1,0,1,1,46,1,0,2,1,1,1,1,1,1,2,1,3,-1.4843733310673135,-0.593819805731224,0,0,24,-0.8523403472268951
0,0,1,0,65,1,0,0,2,0,2,2,0,0,2,0,1,-0.19481885893840195,0.6954114223865059,0,0,50,1.0623269292797255
1,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,3,-1.505976692069473,-0.39886234991860864,0,0,63,0.9270744947362114
0,1,0,0,52,0,1,0,0,2,2,2,2,0,0,1,2,-0.4740007549663106,0.1255493663110448,0,0,70,0.663332247376359
1,0,1,0,6,1,2,2,1,1,1,1,1,1,1,0,3,-1.3181936310507012,-0.9319270691689306,0,0,31,0.643044382194832
0,1,1,0,26,1,0,0,0,0,2,0,0,2,1,0,3,-0.1349941669324214,-0.3022003595423131,0,0,68,-1.6046820143751919
1,1,0,0,48,1,2,1,0,2,0,0,2,2,1,1,2,1.1379423351948288,1.087114326982844,0,0,78,-1.1321438211887898
0,0,1,1,64,1,2,1,2,0,0,2,2,2,1,1,0,1.3174164112127704,1.9600301546673853,0,0,33,0.619375206149717
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-0.6883725679877406,-0.987972922917598,0,0,54,1.2888747571401113
1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,1,-1.3514295710540236,-0.24160726441033525,0,0,23,-0.11521457896474362
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,-0.6385186579827569,-0.9873107032986692,0,0,31,-1.0374671170083298
0,0,1,1,51,1,2,1,2,2,0,0,0,2,0,1,2,0.9651154471775519,0.9966109790625856,0,0,20,0.8932613861003329
0,0,1,1,41,1,0,2,1,1,1,1,1,1,2,0,0,-1.4976677070686424,-0.6523600200445228,0,0,52,-1.266550928016407
0,0,1,0,72,1,0,0,2,2,2,0,2,0,2,1,1,0.19570343610063723,1.2049011232029654,0,0,75,0.6557242979332863
0,0,1,0,43,1,2,0,2,2,0,2,2,2,2,0,1,0.720831288153132,0.5706492461803351,0,0,53,-1.0907227631098386
1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,1.639805029244998,2.5625617119433297,0,0,61,0.47736014987902725
1,0,1,0,47,1,2,1,0,0,0,0,2,2,1,1,1,1.0116457631822036,1.0070519750543616,0,0,72,0.48750408246979077
1,0,0,0,72,1,2,0,2,2,2,2,2,2,2,0,1,0.7906267621601091,1.8014285559339567,0,0,32,1.747887706872162
1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,1,-1.462769970065154,-0.9777968147733934,0,0,30,-1.6858334751013002
1,0,0,0,26,0,1,0,2,2,0,0,0,2,0,1,0,-0.6684310039857471,-0.49682670554546404,0,0,33,0.09442669457770313
1,0,1,1,29,1,0,0,2,0,0,0,0,2,0,1,3,-0.15161213693408263,-0.1976800296880635,0,0,76,0.9439810490541506
1,0,0,0,27,1,0,0,2,2,0,0,0,0,1,0,0,-0.3094828519498643,-0.3550675591201226,0,0,80,-0.6629869388659755
1,0,1,1,24,1,0,0,2,2,0,2,0,2,0,1,1,0.18407085709947407,-0.2540569932461952,0,0,56,-0.8802361618514949
1,0,1,0,67,1,0,0,2,0,2,2,0,0,2,1,0,-0.14496494893341827,0.7380583658455154,0,0,73,0.8078832867947396
0,0,0,0,23,1,0,0,0,2,2,0,0,0,1,0,0,-0.29785027294870164,-0.4212012250638042,0,0,20,-1.6072179975228829
1,0,0,0,14,0,1,0,0,2,0,0,0,0,0,1,3,-1.1187779910307663,-0.8221310563505488,0,0,55,-0.8050019951366651
1,1,0,0,4,0,1,0,0,2,0,0,2,2,0,1,1,-0.4590445819648154,-0.915879280403558,0,0,33,-1.941122445302183
1,0,0,1,16,1,2,0,2,2,0,0,0,2,0,1,2,0.14418772909548702,-0.5289885050381021,0,0,71,0.6523429870696985
0,0,1,0,46,0,1,0,0,0,0,0,2,2,0,1,2,-0.6916961619880726,-0.12099499781611779,0,0,47,0.3530969756421737
1,0,0,0,68,1,2,0,2,2,0,2,2,2,2,1,0,0.722493085153298,1.5896948697751472,0,0,45,-0.10168933551039222
1,0,0,0,38,1,2,0,2,2,2,2,0,0,0,0,2,0.1724382780983114,0.1658343931292086,0,0,39,1.232237800175015
1,0,0,0,17,1,0,1,0,2,2,0,0,2,0,1,1,0.8703930181680831,-0.29566645930221647,0,0,23,1.0876867607566343
1,0,1,1,4,1,0,2,1,1,1,1,1,1,2,0,3,-1.491020519067978,-0.9735806831995472,0,0,74,-1.7357078103392212
0,0,0,0,12,1,0,2,1,1,1,1,1,1,1,0,2,-1.4827115340671475,-0.8923263359569932,0,0,38,0.1924847096217508
1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,1,0.85876043916692,1.836526195737179,0,0,73,0.10795193803205454
1,0,0,0,3,1,0,1,0,0,0,0,2,2,0,1,2,0.9052907551715716,-0.8896333095066832,0,0,42,-0.04674303397708964
0,0,0,0,41,1,2,2,1,1,1,1,1,1,1,1,3,-1.3265026160515319,-0.5826062201840309,0,0,42,-1.1084746451436749
1,0,0,0,40,0,1,0,0,2,0,2,0,0,1,0,1,-0.9559218850144864,-0.3968977650491201,0,0,38,0.7799874721701399
0,0,0,0,7,1,0,0,2,2,0,2,2,2,0,1,2,0.45660556512671835,-0.7553130968006411,0,0,47,-0.6756668546044299
1,0,0,0,69,1,0,2,1,1,1,1,1,1,2,0,1,-1.4893587220678117,-0.3896354232282019,0,0,59,-0.061113605147338004
1,0,1,0,7,1,0,2,1,1,1,1,1,1,1,0,3,-1.4660935640654862,-0.9411981438339327,0,0,27,-1.2902201040615218
0,0,1,1,5,0,1,0,0,2,0,0,0,0,0,1,2,-1.1387195550327598,-0.9336046922035502,0,0,27,1.3294504875031656
0,0,1,1,72,1,2,1,2,2,2,2,2,0,2,0,1,1.3739175092184182,2.373166900929716,0,0,34,0.6303644664563774
1,0,1,0,44,1,0,2,1,1,1,1,1,1,1,1,0,-1.4710789550659844,-0.6255180514906119,0,0,59,-1.1050933342800868
0,0,0,0,65,1,2,1,0,2,2,0,2,0,1,1,2,1.0216165451832002,1.7093800289028647,0,0,35,1.4816094763646188
0,0,0,0,3,1,2,0,0,0,0,2,2,0,0,0,2,-0.005374000919464063,-0.9305143339818829,0,0,24,0.7411023972388796
1,0,0,0,24,1,0,0,0,0,0,2,0,0,0,1,1,-0.45405919096431707,-0.44691742026553616,0,0,23,-1.5936927540685313
0,1,1,0,72,1,2,0,2,2,2,2,2,2,2,0,1,0.8089065291619363,1.7970358324617293,0,0,39,0.19163938190585383
1,0,0,0,24,1,0,0,2,0,0,2,0,0,0,0,2,-0.32610082195152557,-0.41208466830988544,0,0,55,-0.8396604314884406
1,0,1,0,22,1,0,2,1,1,1,1,1,1,0,1,0,-1.4727407520661506,-0.7992403315229129,0,0,28,-0.5691555624014126
1,0,1,0,70,1,2,0,0,2,2,2,2,2,2,1,1,0.7042133181514708,1.6113273773268186,0,0,60,1.6515203472599085
1,0,1,1,25,1,2,0,0,0,0,0,2,0,0,0,2,-0.1466267459335843,-0.3872955805746537,0,0,75,-1.0214058904062877
1,0,1,1,37,1,0,2,1,1,1,1,1,1,2,0,0,-1.4943441130683104,-0.6868616621907091,0,0,28,-1.39926737941223
0,1,1,1,22,1,2,1,0,0,0,0,2,0,0,0,0,0.684271754149477,-0.14141343606641998,0,0,49,-1.4745015461270596
0,0,1,0,59,1,2,0,0,0,2,2,2,0,2,1,0,0.2438955491054544,0.8445212065819563,0,0,52,1.5424730719092001
1,0,1,1,1,1,0,1,0,0,0,0,0,2,0,1,2,0.5413572121351905,-0.9716381723173562,0,0,27,-0.0036313204663445445
1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,2,-1.4710789550659844,-0.9734482392757615,0,0,35,0.7571636238409218
0,0,1,0,53,1,2,1,0,2,2,2,2,2,1,1,0,1.5633623672373562,1.557466848320616,0,0,28,1.1096652813699552
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,-1.481049737066981,-0.9985022148585647,0,0,72,-0.6883467703428843
1,0,0,0,20,1,0,2,1,1,1,1,1,1,1,1,3,-1.4976677070686424,-0.8238086793851683,0,0,80,-1.3020546920840792
0,0,0,0,51,1,0,2,1,1,1,1,1,1,1,1,0,-1.4926823160681442,-0.5672868729994798,0,0,65,0.5821807866502506
0,0,1,0,51,1,0,0,2,2,0,2,0,0,1,1,0,-0.14164135493308597,0.38109991725563785,0,0,63,-0.1633982587708705
0,0,1,1,13,1,0,2,1,1,1,1,1,1,2,0,3,-1.502653098069141,-0.8902955291256118,0,0,55,-1.3392491115835456
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,-1.4577845790646555,-0.9981931790363979,0,0,72,-0.4220685398353411
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,-1.4527991880641573,-0.9981269570745049,0,0,32,-0.854876330374586
1,0,0,0,63,1,2,0,2,2,2,2,0,0,1,0,2,0.22395398510346112,1.0129236556755297,0,0,36,0.7960486987721822
1,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,3,-0.33607160395252245,-0.9239362857671909,0,0,34,-1.8870214714847775
1,0,0,0,46,1,0,2,1,1,1,1,1,1,2,0,1,-1.5142856770703037,-0.60649027444006,0,0,54,-1.373062220219424
1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,-0.4972659129686364,-0.9854344143783712,0,0,79,0.3344997658924405
0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,-1.4710789550659844,-0.34478108103942984,0,0,62,0.4570722846975001
1,0,1,1,55,1,2,1,0,0,2,0,2,0,0,1,1,0.8521132511662559,1.2437513408467835,0,0,44,0.17135151672432672
0,0,0,0,70,1,2,1,0,2,2,2,0,0,1,1,0,0.8471278601657574,1.8118474779384348,0,0,33,0.7833687830337277
1,0,1,1,67,1,2,1,2,0,0,2,2,2,2,0,0,1.3240635992134344,2.0324990549654847,0,0,56,0.2896973969499015
1,0,1,0,14,1,0,0,0,0,2,0,0,0,0,0,1,-0.48397153696730727,-0.7121363776464885,0,0,48,-0.12451318383961021
0,0,1,1,20,1,2,1,0,0,2,2,0,2,0,1,0,1.0216165451832002,-0.16145661653266252,0,0,73,-1.0264778567016695
0,0,1,1,49,1,2,1,0,0,0,0,2,2,0,1,0,1.0182929511828682,1.0295453681106403,0,0,41,1.4672389051943706
0,0,0,0,72,1,2,1,2,2,2,0,2,0,2,1,0,1.2143849972024705,2.198274699570641,0,0,53,0.9405997381905628
0,0,1,0,46,1,2,0,2,0,0,0,0,0,0,0,2,-0.3875873109576722,0.07853177336710568,0,0,72,-0.8810814895673919
1,0,0,0,24,1,2,1,0,2,2,0,0,0,0,1,0,0.6676537841478158,-0.10291640221936361,0,0,23,-1.2335831470964254
0,0,1,1,5,0,1,0,0,2,0,2,0,0,0,0,2,-1.0140847800203006,-0.9352160932762766,0,0,21,0.5914793915251172
0,0,1,1,33,1,2,1,0,2,2,2,0,0,0,0,1,0.7922885591602751,0.2678824364061242,0,0,78,-0.6359364519572727
0,0,0,0,42,1,2,0,2,2,0,0,0,0,1,1,0,-0.15327393393424887,0.061667247071720825,0,0,55,1.3421304032416201
1,0,0,0,23,1,0,1,2,0,2,0,2,2,1,1,1,1.1695164781979852,0.00478258180574381,0,0,62,-0.7483650381715686
1,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0.19736523310080326,-0.7631052143167023,0,0,27,0.4612989232769849
1,0,0,0,66,1,0,0,2,2,0,0,0,0,1,1,3,-0.3310862129520241,0.5226162498207052,0,0,20,0.18656741561047205
1,1,0,0,24,1,2,0,0,2,0,0,0,0,0,0,1,-0.3310862129520241,-0.4373373097783673,0,0,25,-0.059422949715544085
0,0,0,0,53,1,0,1,0,2,2,0,2,2,1,1,3,1.1811490571991479,1.2886277570228535,0,0,71,0.8256351688285759
0,0,0,0,60,0,1,0,2,0,2,0,2,2,2,0,2,-0.3709693409560109,0.42167190590867076,0,0,39,-0.19213940111136724
0,0,0,0,20,1,0,2,1,1,1,1,1,1,1,1,1,-1.5093002860698053,-0.8159282659199165,0,0,77,1.1925073975278577
0,0,1,1,23,1,2,1,0,0,0,0,0,2,0,0,2,0.6925807391503077,-0.18255934838919105,0,0,25,-0.7500556936033625
1,0,1,0,72,1,0,0,2,0,2,2,2,2,2,1,2,0.53304822713436,1.5216186929492748,0,0,75,0.24404970029146553
1,0,0,0,21,1,0,2,1,1,1,1,1,1,2,0,3,-1.5009913010689746,-0.8350664129069565,0,0,22,0.13669308037255126
1,1,0,0,31,1,2,1,0,2,0,0,2,0,0,1,2,0.8620840331672525,0.2486559934698938,0,0,60,-0.7669622479213019
0,0,0,0,57,1,0,0,0,2,2,2,2,0,2,0,3,0.1657910900976468,0.7118786169105334,0,0,38,0.07329350168027907
0,0,1,1,45,1,0,2,1,1,1,1,1,1,2,1,0,-1.4876969250676457,-0.6160924589145265,0,0,71,0.6498070039220076
1,0,0,0,10,1,2,1,0,2,2,0,0,2,0,1,2,1.0133075601823696,-0.5564264712490489,0,0,23,0.346334353914998
1,0,0,1,14,1,0,2,1,1,1,1,1,1,0,0,3,-1.4893587220678117,-0.8889269419131591,0,0,71,1.1578489611760823
1,0,1,0,27,1,2,0,2,0,0,2,2,2,1,0,3,0.534710024134526,-0.03424422773645546,0,0,51,0.28039879207503493
0,0,1,1,69,1,2,1,0,2,0,2,0,2,2,1,0,0.9484974771758907,1.8171893828644599,0,0,45,0.6802388016942983
0,0,1,0,35,0,1,0,2,0,0,2,2,0,2,1,1,-0.6119299059800988,-0.27365869396648534,0,0,46,0.1493729961110057
1,0,1,0,45,1,2,0,0,2,2,0,2,2,1,0,1,0.464914550127549,0.5821939415369924,0,0,63,-1.5260665367967743
0,0,0,0,17,1,0,1,0,2,0,0,2,0,0,1,2,0.6244470621434968,-0.4206273013940659,0,0,59,0.9837114517013079
1,0,0,0,22,1,0,2,1,1,1,1,1,1,1,0,3,-1.5009913010689746,-0.820894913061882,0,0,37,-1.8574350014283838
1,0,1,0,67,1,0,0,2,0,2,2,0,2,2,0,3,0.10264280409133394,1.0355936406301893,0,0,59,0.3311184550288527
0,0,1,1,67,1,2,1,0,0,2,2,2,2,2,1,0,1.3589613362169235,1.9583966796073609,0,0,59,1.6760348510209204
0,1,0,0,9,1,0,1,0,0,2,0,0,0,0,0,1,0.356897745116751,-0.7260209156566939,0,0,30,-1.1659569298246681
0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,-1.4827115340671475,-0.9553475696917099,0,0,66,0.5238531742533602
1,0,0,0,54,0,1,0,2,0,0,2,2,0,2,0,1,-0.6501512369839195,0.07886288317657004,0,0,54,0.8746641763505997
1,0,1,0,70,1,2,0,2,2,2,2,2,0,2,1,0,0.4815325201292102,1.523075576110918,0,0,27,0.5787994757866628
1,0,1,1,53,1,2,0,2,0,2,2,2,2,0,0,2,0.6959043331506402,1.0304945495644384,0,0,36,1.3159252440488143
0,0,0,0,31,1,0,2,1,1,1,1,1,1,1,0,1,-1.4843733310673135,-0.7472781654243059,0,0,30,-1.1110106282913657
1,0,1,1,13,1,0,0,0,2,2,2,0,0,0,0,0,-0.09843463292876686,-0.6762661482878496,0,0,47,0.2947693632452833
0,0,1,1,28,1,2,0,0,0,0,0,0,0,0,0,3,-0.49394231896830415,-0.3848232939973198,0,0,74,0.7182785489096616
1,0,1,0,38,1,0,2,1,1,1,1,1,1,2,0,0,-1.4744025490663168,-0.6791799146111359,0,0,65,-0.5446410586404007
1,0,1,0,52,1,0,0,2,2,0,0,2,2,1,1,3,0.35357415111641893,0.699097778265209,0,0,59,0.68531076798968
1,0,1,1,62,1,0,1,2,2,2,2,2,2,2,0,3,1.4420511862252297,2.0059661222337404,0,0,43,0.7588542792727158
0,0,0,0,16,1,0,1,0,2,0,0,0,2,0,1,2,0.7141841001524675,-0.41579309817588633,0,0,65,-0.7517463490351565
1,0,0,0,12,1,0,1,0,0,2,0,2,2,1,0,2,1.0282637331838649,-0.48470808651906844,0,0,41,0.9524343262131203
0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,1.7312038642541347,2.7353127365345355,0,0,33,-0.2918880715872088
1,1,0,0,71,1,2,1,0,2,0,2,2,2,1,0,0,1.3622849302172555,2.251958636678463,0,0,54,0.44016573037956086
0,0,1,0,24,1,0,2,1,1,1,1,1,1,1,0,3,-1.4827115340671475,-0.8057300837884143,0,0,39,-0.6993360306495449
0,0,0,0,15,1,0,2,1,1,1,1,1,1,2,0,3,-1.5009913010689746,-0.8610254219689625,0,0,38,-1.41870991687786
1,0,0,1,2,1,2,0,2,2,0,0,0,0,0,0,0,-0.12668518193159078,-0.947996931921601,0,0,78,-1.038312444724227
0,0,1,1,5,0,1,0,0,0,0,0,0,0,0,0,3,-1.3198554280508674,-0.9520143976097686,0,0,24,-1.9690182599267827
1,0,1,0,41,1,0,0,2,2,2,0,0,0,1,1,0,-0.14828854293375057,0.1012679802836584,0,0,50,0.13922906352024214
0,0,0,1,43,1,0,0,2,2,0,0,0,2,0,1,2,-0.02697736192162338,0.20093203293243075,0,0,55,-0.16508891420266442
1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,2,0.3170146171127639,-0.9746181606025355,0,0,47,-1.2107592987672073
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,0.19404163910047073,-0.9762516356625597,0,0,25,-1.5421277633988166
1,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,0,0.8570986421667539,1.8198161873528775,0,0,23,0.5128639139466996
1,0,0,0,7,1,0,2,1,1,1,1,1,1,2,0,3,-1.505976692069473,-0.9344214297335622,0,0,42,-1.5218398982172896
0,1,0,0,28,1,2,0,0,2,2,2,0,0,0,0,0,-0.010359391919962149,-0.1829125321859531,0,0,37,-0.49054008482299505
1,1,0,0,16,1,0,1,0,0,0,0,0,0,0,0,2,0.16246749609731476,-0.5468242867745824,0,0,63,1.022596526632568
1,0,0,0,7,1,0,2,1,1,1,1,1,1,1,0,3,-1.504314895069307,-0.9506458103973159,0,0,71,-0.10929728495346488
0,0,0,0,69,1,2,1,0,2,2,2,2,2,2,1,0,1.5201556452330371,2.2840100662346123,0,0,33,0.3404170599037193
0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,-1.33148800705203,-0.9965155560017785,0,0,55,-1.128762510325202
1,0,0,0,3,1,0,0,2,0,2,0,2,2,0,1,2,0.4200460311230638,-0.9164090560987009,0,0,24,0.9532796539290173
0,0,1,0,69,1,2,1,0,2,2,0,0,0,0,1,0,0.6859335511496436,1.5838011151666813,0,0,62,1.3319864706508564
0,0,1,0,71,0,1,0,2,2,2,2,0,0,2,1,0,-0.5703849809759457,0.48381018015148236,0,0,22,0.33365443817654356
0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,3,-1.5076384890696393,-0.41310007172557617,0,0,57,1.6971680439183443
0,0,0,0,48,1,2,1,0,0,2,2,2,2,0,1,2,1.2991366442109427,1.1761607917414592,0,0,78,-0.0814014703288651
1,0,0,0,45,1,2,1,2,0,2,2,2,2,0,1,1,1.4520219682262263,1.1843943890034727,0,0,33,0.5855620975138385
1,0,0,0,51,1,2,1,0,2,0,0,0,0,0,0,0,0.5396954151350245,0.7963557662985405,0,0,34,-0.23609644233800928
1,0,0,0,72,1,2,0,2,2,2,2,2,2,2,0,0,0.7274784761537967,1.740703016878193,0,0,67,0.18656741561047205
1,0,1,1,37,1,2,1,0,2,2,0,2,0,0,1,2,0.9368648981747281,0.5003435966374027,0,0,42,-0.7931674071141077
1,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,2,0.8504514541660894,1.7850496573591195,0,0,28,1.7605676226106166
0,0,0,0,66,1,2,2,1,1,1,1,1,1,2,1,1,-1.3165318340505352,-0.26414480544120944,0,0,61,1.4714655437738553
1,0,1,0,51,1,0,0,2,0,0,2,2,2,1,1,0,0.3868100911197414,0.7436210106445168,0,0,52,1.6777255064527143
0,0,1,0,30,1,0,2,1,1,1,1,1,1,1,0,0,-1.502653098069141,-0.7387796803147206,0,0,50,0.6785481462625044
0,0,0,0,34,1,2,1,0,0,0,0,2,0,0,0,2,0.684271754149477,0.2713701263991488,0,0,78,-0.49223074025478897
1,0,1,1,64,1,2,2,1,1,1,1,1,1,2,1,3,-1.328164413051698,-0.33864451257069045,0,0,55,1.58981142399943
1,1,1,0,65,1,2,1,0,2,2,0,2,2,1,1,0,1.2758714862086173,1.991308994668118,0,0,51,1.725063858542944
1,0,0,0,47,1,2,1,2,2,0,2,2,0,0,0,3,1.1961052302006432,1.0539371240745148,0,0,27,-1.59961004807981
0,0,1,1,67,1,2,1,0,2,0,2,2,0,2,0,1,0.9750862291785486,1.7751384370624865,0,0,58,0.3404170599037193
1,0,0,0,39,1,0,2,1,1,1,1,1,1,1,0,0,-1.5093002860698053,-0.6634190876806323,0,0,68,-1.5159226042060108
1,0,0,0,14,1,0,2,1,1,1,1,1,1,0,0,3,-1.491020519067978,-0.8821502278127885,0,0,34,-0.4617989424824983
1,1,0,0,56,1,2,1,0,0,2,0,2,2,0,1,2,1.2060760122016398,1.4622175931313686,0,0,65,0.9414450659064597
0,0,0,0,14,1,0,0,0,0,0,2,0,2,1,0,1,-0.18817167093773737,-0.6662224840674307,0,0,58,1.1138919199494401
1,0,1,0,16,1,0,0,2,2,0,0,0,0,1,1,3,-0.29618847594853537,-0.6287187796487674,0,0,55,-1.6368044675792766
1,0,1,1,70,1,2,1,2,2,0,0,2,2,0,1,2,1.3722557122182522,2.3275399691855267,0,0,30,0.15444496240638747
1,1,1,0,72,1,2,0,2,2,2,0,2,2,2,1,1,0.642726829145324,1.6333572166498471,0,0,63,0.2288338014053202
0,0,1,1,23,1,0,1,0,0,2,0,0,0,0,1,1,0.3502505571160864,-0.2556242463443265,0,0,49,1.2702775473903782
1,0,0,1,21,1,2,2,1,1,1,1,1,1,0,0,3,-1.33148800705203,-0.8011828424051037,0,0,54,0.8476136894418969
0,0,0,0,36,1,2,0,0,0,2,0,0,0,1,0,2,-0.29785027294870164,-0.1502871789600648,0,0,25,0.3125212452791195
0,0,0,0,50,0,1,0,0,2,2,2,0,0,2,0,1,-0.8329489070021932,-0.154150126737149,0,0,49,0.6540336425014924
0,0,1,1,48,0,1,0,0,0,0,2,0,0,0,1,1,-1.1719554950360824,-0.37917235324912807,0,0,36,-1.0197152349744938
0,0,0,1,50,1,0,2,1,1,1,1,1,1,2,0,1,-1.4827115340671475,-0.5788094943688395,0,0,27,-0.11605990668064058
1,0,1,0,72,1,2,0,2,2,2,2,0,2,2,0,1,0.4915033021302069,1.5579745500284612,0,0,55,0.30913993441553167
1,0,0,1,10,1,2,2,1,1,1,1,1,1,0,0,1,-1.328164413051698,-0.9085727906080444,0,0,36,0.686156095705577
0,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,3,-1.4993295040688086,-0.8344924892372183,0,0,20,-0.05688696656785319
1,0,0,0,9,1,0,1,0,0,2,0,2,2,0,1,2,0.9734244321783826,-0.6490930699244744,0,0,42,-0.7821781468074471
1,0,0,0,2,1,2,1,2,0,0,0,0,2,0,0,3,0.8637458301674186,-0.9302715201216089,0,0,60,0.30913993441553167
0,0,1,0,40,1,2,1,0,0,0,2,0,0,0,1,1,0.46823814412788106,0.37302083790470736,0,0,45,0.7241958429209403
1,0,1,0,69,1,2,1,0,0,2,0,2,2,1,0,0,1.15456030519649,2.0129415022197894,0,0,56,-0.13803842729396162
1,0,0,1,18,1,2,1,0,0,2,0,0,0,0,1,1,0.5247392421335293,-0.3864126210827487,0,0,37,0.7892860770450064
1,1,1,0,11,1,0,1,0,0,0,0,0,0,0,1,2,0.18074726309914202,-0.6389169617802697,0,0,29,-1.3121986246748427
1,0,1,0,55,1,0,0,2,0,0,0,0,2,1,0,1,-0.17653909193657447,0.3863314522451747,0,0,77,1.1088199536540584
1,0,1,0,33,1,2,1,0,2,2,0,0,2,0,1,2,0.9501592741760567,0.35763526875826346,0,0,40,-0.8895347667263614
